quarter,date,msa_state,year,city,hpi,weekly_wages,rpp,population,gdp,unemployment_rate,crimes,subprime,poverty,patents,private_establishments,premature_death_rate,snap
3,2021-07-01,IL,2021,Chicago,182.1279459138393,,,,,7.6,,0.0,,,,,
4,2021-10-01,IL,2021,Chicago,186.52805058671422,,,,,6.0,,,,,,,
1,2008-01-01,CA,2008,Los Angeles,589.8239379950091,,111.976,,718064.396,5.5,28843.0,32.251438374885126,14.035263187963883,1136.0,498015.0,267.22342126367244,825608.0
2,2008-04-01,CA,2008,Los Angeles,533.2098020089676,,111.976,,718064.396,6.1,28843.0,32.07552701964242,14.035263187963883,1219.0,513517.0,267.22342126367244,825608.0
3,2008-07-01,CA,2008,Los Angeles,496.7695273778639,,111.976,,718064.396,7.0,28843.0,32.473719348546204,14.035263187963883,1515.0,523045.0,267.22342126367244,825608.0
4,2008-10-01,CA,2008,Los Angeles,469.6000270589312,,111.976,,718064.396,8.1,28843.0,33.132375642008114,14.035263187963883,1388.0,529235.0,267.22342126367244,825608.0
1,2009-01-01,CA,2009,Los Angeles,448.0168833796632,,110.738,,694677.52,9.6,26098.0,33.440118287900454,14.753555601192048,1243.0,506736.0,267.7995895049556,994693.0
2,2009-04-01,CA,2009,Los Angeles,431.87812197680387,,110.738,,694677.52,10.7,26098.0,33.42009166261913,14.753555601192048,1782.0,510717.0,267.7995895049556,994693.0
3,2009-07-01,CA,2009,Los Angeles,433.2617253133955,,110.738,,694677.52,11.4,26098.0,33.849507769370554,14.753555601192048,1535.0,514625.0,267.7995895049556,994693.0
4,2009-10-01,CA,2009,Los Angeles,446.76670444388566,,110.738,,694677.52,11.7,26098.0,34.26895124353436,14.753555601192048,1332.0,532241.0,267.7995895049556,994693.0
1,2010-01-01,CA,2010,Los Angeles,464.2068759849182,,111.147,12838.023,721432.807,12.0,25269.0,34.261272573427995,16.331235300014654,1306.0,499836.0,257.0246645297333,1141586.0
2,2010-04-01,CA,2010,Los Angeles,468.8714675162084,,111.147,12838.023,721432.807,12.0,25269.0,34.149923504101466,16.331235300014654,1626.0,513926.0,257.0246645297333,1141586.0
3,2010-07-01,CA,2010,Los Angeles,465.91529614914,,111.147,12838.023,721432.807,11.9,25269.0,34.138425946886144,16.331235300014654,1352.0,520471.0,257.0246645297333,1141586.0
4,2010-10-01,CA,2010,Los Angeles,460.4727449412155,,111.147,12838.023,721432.807,12.0,25269.0,34.22945702798225,16.331235300014654,1471.0,533479.0,257.0246645297333,1141586.0
1,2011-01-01,CA,2011,Los Angeles,455.61896823942385,,110.216,12923.899,742349.632,11.8,23157.0,33.50177877474441,17.125533633464634,1149.0,522100.0,259.77436124346065,1248908.0
2,2011-04-01,CA,2011,Los Angeles,447.20415993453867,,110.216,12923.899,742349.632,11.6,23157.0,33.03874989269563,17.125533633464634,1468.0,525405.0,259.77436124346065,1248908.0
3,2011-07-01,CA,2011,Los Angeles,439.0448749938082,,110.216,12923.899,742349.632,11.7,23157.0,32.870099658315645,17.125533633464634,1391.0,535599.0,259.77436124346065,1248908.0
4,2011-10-01,CA,2011,Los Angeles,432.88506277353133,,110.216,12923.899,742349.632,11.4,23157.0,32.95793063280006,17.125533633464634,1378.0,544333.0,259.77436124346065,1248908.0
1,2012-01-01,CA,2012,Los Angeles,427.39002359475603,,110.911,13010.104,770616.431,10.9,24102.0,32.513873535267095,17.656496473817583,1166.0,486871.0,261.5595866720205,1324869.0
2,2012-04-01,CA,2012,Los Angeles,432.3042793111328,,110.911,13010.104,770616.431,10.6,24102.0,31.98568589837253,17.656496473817583,1561.0,545470.0,261.5595866720205,1324869.0
3,2012-07-01,CA,2012,Los Angeles,438.9372819810555,,110.911,13010.104,770616.431,10.3,24102.0,31.883380260435025,17.656496473817583,1355.0,502684.0,261.5595866720205,1324869.0
4,2012-10-01,CA,2012,Los Angeles,452.9702586656135,,110.911,13010.104,770616.431,9.8,24102.0,31.80786495038958,17.656496473817583,1633.0,516012.0,261.5595866720205,1324869.0
1,2013-01-01,CA,2013,Los Angeles,474.4591645700533,1044.38820720024,111.074,13092.451,799688.139,9.6,22809.0,31.00861776283711,17.69551232232987,1636.0,499778.0,265.1615352007046,1399480.0
2,2013-04-01,CA,2013,Los Angeles,502.63008378367954,1060.4357731249302,111.074,13092.451,799688.139,9.3,22809.0,30.441286755811507,17.69551232232987,1555.0,515397.0,265.1615352007046,1399480.0
3,2013-07-01,CA,2013,Los Angeles,535.8434485772445,1061.43884528148,111.074,13092.451,799688.139,9.1,22809.0,30.3664136477309,17.69551232232987,1702.0,525797.0,265.1615352007046,1399480.0
4,2013-10-01,CA,2013,Los Angeles,560.1797654469851,1061.84803134768,111.074,13092.451,799688.139,8.7,22809.0,30.278271771248548,17.69551232232987,1509.0,535423.0,265.1615352007046,1399480.0
1,2014-01-01,CA,2014,Los Angeles,570.5863623905877,1078.8165750338,110.746,13159.972,833317.955,8.2,21906.0,29.496542998646294,17.32204620192201,1724.0,536675.0,264.56488674899913,1437790.0
2,2014-04-01,CA,2014,Los Angeles,580.8915581811375,1082.71054658095,110.746,13159.972,833317.955,7.8,21906.0,28.724780849162315,17.32204620192201,1602.0,532392.0,264.56488674899913,1437790.0
3,2014-07-01,CA,2014,Los Angeles,584.9233332183094,1093.99794459737,110.746,13159.972,833317.955,7.6,21906.0,28.46255819120514,17.32204620192201,1508.0,538032.0,264.56488674899913,1437790.0
4,2014-10-01,CA,2014,Los Angeles,590.4751186408122,1101.46058270802,110.746,13159.972,833317.955,7.3,21906.0,28.614177354393934,17.32204620192201,1571.0,547072.0,264.56488674899913,1437790.0
1,2015-01-01,CA,2015,Los Angeles,601.3190289476937,1122.02025580017,112.146,13226.215,882307.124,6.9,22952.0,27.885491764968826,15.747663447176686,1274.0,544018.0,275.00044288558746,1404971.0
2,2015-04-01,CA,2015,Los Angeles,612.7941490072507,1123.91804324291,112.146,13226.215,882307.124,6.6,22952.0,27.14616075647233,15.747663447176686,1464.0,550973.0,275.00044288558746,1404971.0
3,2015-07-01,CA,2015,Los Angeles,621.6367117243038,1130.08391514009,112.146,13226.215,882307.124,6.1,22952.0,26.94498907226067,15.747663447176686,1435.0,557250.0,275.00044288558746,1404971.0
4,2015-10-01,CA,2015,Los Angeles,631.0266189017623,1156.59332591702,112.146,13226.215,882307.124,5.6,22952.0,26.65173396304718,15.747663447176686,1492.0,568131.0,275.00044288558746,1404971.0
1,2016-01-01,CA,2016,Los Angeles,644.6373471446551,1114.22940133981,110.124,13259.142,910277.065,5.3,24974.0,25.95673893999415,15.059026760555096,1418.0,563903.0,282.67791687425927,1305764.0
2,2016-04-01,CA,2016,Los Angeles,652.9876942887761,1146.69248730878,110.124,13259.142,910277.065,5.1,24974.0,25.37714584745755,15.059026760555096,1694.0,568858.0,282.67791687425927,1305764.0
3,2016-07-01,CA,2016,Los Angeles,661.2047028184602,1196.2897611129902,110.124,13259.142,910277.065,5.0,24974.0,25.248348826021463,15.059026760555096,1429.0,575476.0,282.67791687425927,1305764.0
4,2016-10-01,CA,2016,Los Angeles,669.0032714161124,1150.51250934525,110.124,13259.142,910277.065,5.0,24974.0,25.330194033016014,15.059026760555096,1678.0,578208.0,282.67791687425927,1305764.0
1,2017-01-01,CA,2017,Los Angeles,685.5716689535967,1197.01068354776,109.202,13266.524,957632.371,4.8,24903.0,24.88054278671118,14.08651331727889,2300.0,576524.0,282.5209770698036,1271824.0
2,2017-04-01,CA,2017,Los Angeles,697.008650661067,1189.71103711271,109.202,13266.524,957632.371,4.6,24903.0,24.496761618282676,14.08651331727889,1494.0,588980.0,282.5209770698036,1271824.0
3,2017-07-01,CA,2017,Los Angeles,708.3505452966788,1202.76888568931,109.202,13266.524,957632.371,4.5,24903.0,24.514452389071195,14.08651331727889,1506.0,595624.0,282.5209770698036,1271824.0
4,2017-10-01,CA,2017,Los Angeles,718.348673894393,1219.13003731159,109.202,13266.524,957632.371,4.4,24903.0,24.6371624965875,14.08651331727889,1762.0,606092.0,282.5209770698036,1271824.0
1,2018-01-01,CA,2018,Los Angeles,734.7703313719676,1226.33938531282,110.418,13237.112,1006224.798,4.3,23101.0,24.011601013117808,13.312371165251152,1613.0,600055.0,288.13608281776266,1230318.0
2,2018-04-01,CA,2018,Los Angeles,745.3217689617792,1234.26592297545,110.418,13237.112,1006224.798,4.3,23101.0,23.620936308758864,13.312371165251152,1354.0,607860.0,288.13608281776266,1230318.0
3,2018-07-01,CA,2018,Los Angeles,753.0263895014007,1235.94388929782,110.418,13237.112,1006224.798,4.2,23101.0,23.737246146835957,13.312371165251152,1299.0,612969.0,288.13608281776266,1230318.0
4,2018-10-01,CA,2018,Los Angeles,754.6117914947656,1244.67463683651,110.418,13237.112,1006224.798,4.2,23101.0,23.983621822099835,13.312371165251152,1592.0,623694.0,288.13608281776266,1230318.0
1,2019-01-01,CA,2019,Los Angeles,747.3811150814256,1256.37937054989,109.827,13182.453,1055570.39,4.3,21732.0,23.589190931646066,12.46191063984829,1750.0,616277.0,289.99482053150507,1397782.0
2,2019-04-01,CA,2019,Los Angeles,756.2459347120465,1278.6657154382,109.827,13182.453,1055570.39,4.2,21732.0,23.350626867126014,12.46191063984829,1523.0,620690.0,289.99482053150507,1397782.0
3,2019-07-01,CA,2019,Los Angeles,760.9172338825172,1286.93133962787,109.827,13182.453,1055570.39,4.1,21732.0,23.421686628156593,12.46191063984829,1490.0,627688.0,289.99482053150507,1397782.0
4,2019-10-01,CA,2019,Los Angeles,770.1533611390536,1292.73790877817,109.827,13182.453,1055570.39,4.1,21732.0,23.714240779231552,12.46191063984829,1230.0,639145.0,289.99482053150507,1397782.0
1,2020-01-01,CA,2020,Los Angeles,788.5104879922984,1305.79860462403,111.895,13109.903,1007037.066,4.2,22322.0,23.236487836680503,12.185438763353169,1194.0,632801.0,,
2,2020-04-01,CA,2020,Los Angeles,794.8791636485898,1398.97683806207,111.895,13109.903,1007037.066,17.8,22322.0,22.034489195681065,12.185438763353169,1056.0,631945.0,,
3,2020-07-01,CA,2020,Los Angeles,810.3119554041313,1405.35602296996,111.895,13109.903,1007037.066,16.3,22322.0,21.45466236167352,12.185438763353169,988.0,637633.0,,
4,2020-10-01,CA,2020,Los Angeles,848.646778888761,1466.27110590221,111.895,13109.903,1007037.066,11.1,22322.0,21.05243848524616,12.185438763353169,499.0,649783.0,,
1,2021-01-01,CA,2021,Los Angeles,879.9123090549405,1406.55088187491,,,,11.3,,0.0,,,643851.0,,
2,2021-04-01,CA,2021,Los Angeles,923.499671983362,1464.0838328663,,,,10.1,,0.0,,,652909.0,,
3,2021-07-01,CA,2021,Los Angeles,969.0963359383334,,,,,9.3,,0.0,,,,,
4,2021-10-01,CA,2021,Los Angeles,1000.312097297889,,,,,7.8,,,,,,,
1,2008-01-01,NY,2008,New York,380.8161150419318,1393.19185123986,112.925,18968.501,1200903.861,4.6,46517.0,29.553125982626284,12.24513494206598,3085.0,584276.0,310.552789499381,1902008.0
2,2008-04-01,NY,2008,New York,372.2436511515668,1229.1773627558698,112.925,18968.501,1200903.861,4.8,46517.0,29.14848851734855,12.24513494206598,3036.0,585452.0,310.552789499381,1902008.0
3,2008-07-01,NY,2008,New York,362.81697628845166,1246.50663483658,112.925,18968.501,1200903.861,5.2,46517.0,29.36531327028941,12.24513494206598,2976.0,584622.0,310.552789499381,1902008.0
4,2008-10-01,NY,2008,New York,353.1691664865124,1235.97823943077,112.925,18968.501,1200903.861,5.9,46517.0,29.661728433144205,12.24513494206598,3226.0,583275.0,310.552789499381,1902008.0
1,2009-01-01,NY,2009,New York,340.88890045731773,1202.8433019458698,114.446,19069.796,1228112.524,7.1,45881.0,29.38504842739429,12.817974657037777,2535.0,578227.0,302.1838435587808,2317415.0
2,2009-04-01,NY,2009,New York,326.1617495163851,1215.42922512945,114.446,19069.796,1228112.524,8.2,45881.0,29.065389475753808,12.817974657037777,2740.0,581184.0,302.1838435587808,2317415.0
3,2009-07-01,NY,2009,New York,321.57393298395004,1229.00935484919,114.446,19069.796,1228112.524,8.9,45881.0,29.250108438930855,12.817974657037777,2665.0,581396.0,302.1838435587808,2317415.0
4,2009-10-01,NY,2009,New York,324.3206191074736,1264.50146801532,114.446,19069.796,1228112.524,9.3,45881.0,29.61528654587599,12.817974657037777,2808.0,583381.0,302.1838435587808,2317415.0
1,2010-01-01,NY,2010,New York,323.9769584592089,1265.7836620155,112.904,18923.437,1288303.129,9.4,44589.0,29.304436341123356,13.73369272640245,2618.0,587619.0,300.36395340167286,2629543.0
2,2010-04-01,NY,2010,New York,320.54120393588596,1285.02724280682,112.904,18923.437,1288303.129,9.2,44589.0,28.992230623045977,13.73369272640245,2691.0,586007.0,300.36395340167286,2629543.0
3,2010-07-01,NY,2010,New York,321.6450160118849,1276.30758497771,112.904,18923.437,1288303.129,8.9,44589.0,29.028199550247727,13.73369272640245,2608.0,587814.0,300.36395340167286,2629543.0
4,2010-10-01,NY,2010,New York,313.92242463609006,1293.2970291872198,112.904,18923.437,1288303.129,8.8,44589.0,29.25597020128499,13.73369272640245,2709.0,592329.0,300.36395340167286,2629543.0
1,2011-01-01,NY,2011,New York,307.9897932697366,1330.8946895365,114.312,19053.124,1312974.304,8.7,42816.0,28.740487405256797,14.414509225550198,2279.0,588801.0,301.36369456168165,2760650.0
2,2011-04-01,NY,2011,New York,305.1425350235982,1304.33846400748,114.312,19053.124,1312974.304,8.5,42816.0,28.113243566608723,14.414509225550198,2565.0,590148.0,301.36369456168165,2760650.0
3,2011-07-01,NY,2011,New York,304.1944283743404,1328.85552161792,114.312,19053.124,1312974.304,8.6,42816.0,28.15279461432921,14.414509225550198,2443.0,590875.0,301.36369456168165,2760650.0
4,2011-10-01,NY,2011,New York,302.9122414252606,1272.05596748664,114.312,19053.124,1312974.304,8.7,42816.0,28.41939429743222,14.414509225550198,2511.0,591685.0,301.36369456168165,2760650.0
1,2012-01-01,NY,2012,New York,299.16430540429195,1316.6302590934,113.663,19150.453,1400779.267,8.8,41015.0,28.15967788215638,14.693715197750134,2664.0,589884.0,298.7563784541419,2852695.0
2,2012-04-01,NY,2012,New York,298.25909216563224,1310.89030271009,113.663,19150.453,1400779.267,8.9,41015.0,27.728225067735078,14.693715197750134,2488.0,590966.0,298.7563784541419,2852695.0
3,2012-07-01,NY,2012,New York,298.96844178847385,1316.7241974611802,113.663,19150.453,1400779.267,8.9,41015.0,27.781500361365694,14.693715197750134,2610.0,592561.0,298.7563784541419,2852695.0
4,2012-10-01,NY,2012,New York,298.69757894093755,1352.65101265216,113.663,19150.453,1400779.267,8.7,41015.0,27.8562271643616,14.693715197750134,2584.0,595162.0,298.7563784541419,2852695.0
1,2013-01-01,NY,2013,New York,300.1486552955957,1296.5957244391,113.174,19227.457,1445252.232,8.5,37933.0,27.0242000715583,14.717144127755292,3245.0,591824.0,299.8467251906532,2857232.0
2,2013-04-01,NY,2013,New York,305.6736911105953,1328.39250304889,113.174,19227.457,1445252.232,8.2,37933.0,26.661775309113942,14.717144127755292,3114.0,595433.0,299.8467251906532,2857232.0
3,2013-07-01,NY,2013,New York,311.47762991201654,1325.52192086195,113.174,19227.457,1445252.232,8.0,37933.0,26.75243801931969,14.717144127755292,2911.0,599016.0,299.8467251906532,2857232.0
4,2013-10-01,NY,2013,New York,318.1260141109153,1328.37878266419,113.174,19227.457,1445252.232,7.6,37933.0,26.978256847566577,14.717144127755292,3177.0,601004.0,299.8467251906532,2857232.0
1,2014-01-01,NY,2014,New York,319.76363744501015,1384.00009806689,113.119,19282.138,1507782.786,7.0,37537.0,26.244975077716784,14.703042304262002,3292.0,598795.0,298.8304080067181,2781956.0
2,2014-04-01,NY,2014,New York,319.8881595822613,1354.80696360843,113.119,19282.138,1507782.786,6.6,37537.0,25.60134770625503,14.703042304262002,3313.0,603598.0,298.8304080067181,2781956.0
3,2014-07-01,NY,2014,New York,323.5106591606541,1363.32189315477,113.119,19282.138,1507782.786,6.3,37537.0,25.703149427226737,14.703042304262002,3075.0,608183.0,298.8304080067181,2781956.0
4,2014-10-01,NY,2014,New York,324.6853987029333,1377.5602067060502,113.119,19282.138,1507782.786,6.0,37537.0,26.271081330612137,14.703042304262002,3251.0,611178.0,298.8304080067181,2781956.0
1,2015-01-01,NY,2015,New York,327.7522406547978,1386.81753941906,113.158,19322.239,1570332.745,5.8,34698.0,25.698362546581837,14.131327131431645,2675.0,600646.0,300.42286435422113,2716160.0
2,2015-04-01,NY,2015,New York,328.28377788805267,1393.85005479542,113.158,19322.239,1570332.745,5.6,34698.0,25.086873355212063,14.131327131431645,2727.0,604364.0,300.42286435422113,2716160.0
3,2015-07-01,NY,2015,New York,332.9832991654063,1398.466424815,113.158,19322.239,1570332.745,5.2,34698.0,25.21851290284053,14.131327131431645,3032.0,611691.0,300.42286435422113,2716160.0
4,2015-10-01,NY,2015,New York,336.54690035331396,1422.20267786764,113.158,19322.239,1570332.745,4.9,34698.0,25.1705471626619,14.131327131431645,2993.0,619421.0,300.42286435422113,2716160.0
1,2016-01-01,NY,2016,New York,335.484219990851,1374.65175628061,113.445,19336.456,1638128.941,4.8,33247.0,24.531363196480843,13.531685662540614,2808.0,605443.0,314.0031836846489,2665481.0
2,2016-04-01,NY,2016,New York,343.6798665946416,1417.40554597323,113.445,19336.456,1638128.941,4.8,33247.0,24.07655800267062,13.531685662540614,2855.0,611246.0,314.0031836846489,2665481.0
3,2016-07-01,NY,2016,New York,345.1585112119575,1445.7929554497598,113.445,19336.456,1638128.941,4.9,33247.0,24.20380046633385,13.531685662540614,2874.0,616995.0,314.0031836846489,2665481.0
4,2016-10-01,NY,2016,New York,347.19499147665476,1403.28676522431,113.445,19336.456,1638128.941,4.8,33247.0,24.615945978553906,13.531685662540614,2833.0,623635.0,314.0031836846489,2665481.0
1,2017-01-01,NY,2017,New York,355.67965987121187,1450.4109914117,113.333,19325.115,1690244.554,4.5,30448.0,24.04297242626128,12.801806223389596,2896.0,609992.0,310.7970053788472,2542751.0
2,2017-04-01,NY,2017,New York,361.28930534661293,1442.34013972741,113.333,19325.115,1690244.554,4.4,30448.0,23.635483832401732,12.801806223389596,2885.0,616421.0,310.7970053788472,2542751.0
3,2017-07-01,NY,2017,New York,365.3695676503041,1446.23198127837,113.333,19325.115,1690244.554,4.5,30448.0,23.8346435443084,12.801806223389596,2656.0,621957.0,310.7970053788472,2542751.0
4,2017-10-01,NY,2017,New York,373.59025591841936,1490.25891543444,113.333,19325.115,1690244.554,4.4,30448.0,24.166669301418015,12.801806223389596,2861.0,626091.0,310.7970053788472,2542751.0
1,2018-01-01,NY,2018,New York,377.39239906445187,1494.67748869623,114.391,19289.42,1790858.079,4.3,27785.0,23.574767246951325,12.315726534254216,3069.0,618779.0,316.44121468652776,2410800.0
2,2018-04-01,NY,2018,New York,382.88394969421546,1497.39706773234,114.391,19289.42,1790858.079,4.1,27785.0,23.05894483005065,12.315726534254216,2795.0,621195.0,316.44121468652776,2410800.0
3,2018-07-01,NY,2018,New York,386.49459234221126,1503.78885167375,114.391,19289.42,1790858.079,3.8,27785.0,23.216171645548343,12.315726534254216,2692.0,622856.0,316.44121468652776,2410800.0
4,2018-10-01,NY,2018,New York,389.86089928433466,1504.98626773246,114.391,19289.42,1790858.079,3.7,27785.0,23.718218257234845,12.315726534254216,2949.0,627302.0,316.44121468652776,2410800.0
1,2019-01-01,NY,2019,New York,394.7799189483143,1527.06760174508,114.716,19232.494,1872165.505,3.8,27976.0,23.224716082801237,11.656461300669395,2937.0,616838.0,318.66065310497345,2322412.0
2,2019-04-01,NY,2019,New York,393.7554725048804,1546.87659860256,114.716,19232.494,1872165.505,3.6,27976.0,22.828047740013464,11.656461300669395,3195.0,630807.0,318.66065310497345,2322412.0
3,2019-07-01,NY,2019,New York,396.6208668317344,1553.01075197325,114.716,19232.494,1872165.505,3.5,27976.0,23.062350508104334,11.656461300669395,2668.0,634784.0,318.66065310497345,2322412.0
4,2019-10-01,NY,2019,New York,397.798935076119,1556.79946960605,114.716,19232.494,1872165.505,3.5,27976.0,23.536614503772682,11.656461300669395,2631.0,638780.0,318.66065310497345,2322412.0
1,2020-01-01,NY,2020,New York,401.65963547041446,1582.00849722585,115.475,19124.359,1809323.397,3.4,26847.0,22.95861050361936,11.668218556628565,1989.0,641558.0,,
2,2020-04-01,NY,2020,New York,406.51566110398767,1739.65778052586,115.475,19124.359,1809323.397,16.4,26847.0,21.543543896789878,11.668218556628565,1671.0,633663.0,,
3,2020-07-01,NY,2020,New York,411.3248644032269,1714.62553786836,115.475,19124.359,1809323.397,15.3,26847.0,20.996721474138894,11.668218556628565,1503.0,638446.0,,
4,2020-10-01,NY,2020,New York,429.7970511670739,1780.25638478427,115.475,19124.359,1809323.397,8.9,26847.0,20.859007136552236,11.668218556628565,766.0,645888.0,,
1,2021-01-01,NY,2021,New York,448.48438045478247,1740.8211668348902,,,,9.7,,0.0,,,640900.0,,
2,2021-04-01,NY,2021,New York,469.7117808675805,1752.89171991401,,,,8.9,,0.0,,,639763.0,,
